bid	comments_count	created_at	reposts_count	text	uid	url	user_followers_count
4168644722367651	0	2017-10-30	0	"目前在xiangya这边top2的男神老师是维君和乐三<span class=""url-icon""><img alt=[笑而不语] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heiheihei-c1027e7c02.png"" style=""width:1em; height:1em;"" /></span>给他们疯狂打call！！！ "	2685560403	https://m.weibo.cn/status/FsNLi9VVV?mblogid=FsNLi9VVV&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	1479
4088425714429527	1	2017-03-23	0	"近一年来心里最轻松的一天~所有的焦虑，烦躁，紧张，压力，失落，迷茫……都在老师宣布录取名单那一刻云淡风轻~Xiangya Hospital, I'm coming~! <a data-url=""http://t.cn/R2WJQBB"" href=""https://m.weibo.cn/p/index?title=%E5%95%86%E5%9C%88&containerid=1001018008643010500000012&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">长沙 · 烈士公园</span></a> "	3701366015	https://m.weibo.cn/status/EB6m7iAjZ?mblogid=EB6m7iAjZ&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	61
4087128972883760	2	2017-03-19	0	"很可笑的发现，自己人生中经历的每所学校，在毕业后，排名统统下滑，这不可谓不是一个奇迹，从奇人辈出的海淀实验到百年老店xiangya，大抵都是这样。然而，无论你现在如何，我依然爱你们。俗话说儿不嫌母丑，犬不怨主贫。我们感情不是建立在你给我的荣誉，而是我们彼此共同经历的过往。感谢你们对我的 ...<a href=""/status/4087128972883760"">全文</a>"	1681823293	https://m.weibo.cn/status/EAyCBc6cg?mblogid=EAyCBc6cg&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	328
4067489266455556	13	2017-01-24	0	"已经进入放假状态了肿么破😢 @ Xiangya Hospital <a data-url=""http://t.cn/RxUnhSo"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked3c418063?luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320&u=https%3A%2F%2Fwww.instagram.com%2Fp%2FBPpCigqBxI2%2F"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a> "	1961582795	https://m.weibo.cn/status/EsjHEr5nS?mblogid=EsjHEr5nS&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	750
4064875662258002	0	2017-01-17	5	I'm at The 3rd Xiangya Hospital of Central South Univ. (中南大学湘雅三医院)!  /v/%E4%B8%AD%E5%8D%97%E5%A4%A7%E5%AD%A6%E6%B9%98%E9%9B%85%E4%B8%89%E5%… 	1917197832	https://m.weibo.cn/status/ErdIa9tpo?mblogid=ErdIa9tpo&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	1809
4056354459413624	2	2016-12-24	6	精品xiangya挂件！ 	1630311762	https://m.weibo.cn/status/EnE2hDuUE?mblogid=EnE2hDuUE&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	103807
4053783773870383	18	2016-12-17	0	"我现在有一串崖柏  一串紫油梨  一串xiangya串  一串星月菩提   作为一个美少女  不爱钻石珠宝  爱这些   我也真是佩服自己 <span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em; height:1em;"" /></span> "	1849096171	https://m.weibo.cn/status/Emza1geRx?mblogid=Emza1geRx&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	1643
4037136267620782	0	2016-11-01	0	欧洲回流戒指，老青金石与xiangya的碰撞～～戒圈14# 	2129457053	https://m.weibo.cn/status/EfA5cvYvQ?mblogid=EfA5cvYvQ&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	1511
4035537637217660	7	2016-10-28	0	看到一篇文献觉得哇操好有用好契合我的想法，看着看着出现xiangya嗯？？？翻上去看作者，通讯作者就是老板，给跪了[互相膜拜][互相膜拜][互相膜拜] 	1958894923	https://m.weibo.cn/status/EeUuLuhDS?mblogid=EeUuLuhDS&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	320
4032296275346599	1	2016-10-19	0	I passed through your whole world , while XiangYa passed through our world . From daybreak to midnight, from wild field to bedroom, always warm not hot! 	2255283767	https://m.weibo.cn/status/EdyaLmqTt?mblogid=EdyaLmqTt&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	590
4029475081463229	0	2016-10-11	0	"喉咙第无数次莫名痛起来，看来xiangya医院的药也无法拯救我的咽炎了，还这样吃，好吗<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png"" style=""width:1em; height:1em;"" /></span>。 <a data-url=""http://t.cn/8kMUBVo"" href=""https://m.weibo.cn/p/index?title=%E4%BD%8D%E7%BD%AE&containerid=100101B2094757DA6DA5F5429B&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">柳州·风情港</span></a> "	2851695305	https://m.weibo.cn/status/EcmMs68Et?mblogid=EcmMs68Et&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	537
4015278960400056	0	2016-09-02	0	"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BC%80%E5%AD%A6%E5%AD%A3%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#开学季#</span></a><span class=""url-icon""><img alt=[微风] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_weifeng-7dc062ea5b.png"" style=""width:1em; height:1em;"" /></span>first in xiangya<span class=""url-icon""><img alt=[微风] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_weifeng-7dc062ea5b.png"" style=""width:1em; height:1em;"" /></span>  大二开学才真有医学僧的氛围  第一周还不算满的课表  给了偶尔懒散的空闲    这样第一次班会也如期举行<span class=""url-icon""><img alt=[微风] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_weifeng-7dc062ea5b.png"" style=""width:1em; height:1em;"" /></span>  仔细想想八班上学期做的事情也并不算少<span class=""url-icon""><img alt=[太阳] src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-eebe0749ad.png"" style=""width:1em; height:1em;"" /></span> <a data-url=""http://t.cn/8ke3it0"" href=""https://m.weibo.cn/p/index?title=%E4%BD%8D%E7%BD%AE&containerid=100101B2094652D469A2FE469B&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">长沙·中南大学湘雅医学院</span></a> "	5724866686	https://m.weibo.cn/status/E6ptu1G4w?mblogid=E6ptu1G4w&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	56
4004073281526014	0	2016-08-02	0	"奇奇怪怪，我对XIANGYA·YIYUAN有一种特别的耐心。跟对某个谁是一样的。 <a data-url=""http://t.cn/RwNHBxE"" href=""https://m.weibo.cn/p/index?title=%E4%BD%8D%E7%BD%AE&containerid=100101B2094652D46FA7FA429F&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">长沙·中南大学湘雅医院(湘雅路)</span></a> "	3762221394	https://m.weibo.cn/status/E1HXO6oZ8?mblogid=E1HXO6oZ8&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	388
3985621397806292	0	2016-06-12	0	"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%B9%98%E6%AD%8C%E9%9B%85%E9%A2%82%C2%B7%E5%8C%BB%E8%B7%AF%E5%90%8C%E8%A1%8C%23&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#湘歌雅颂·医路同行#</span></a>红毯虐狗的画面太美！但是看到学长学姐辣么幸福还是很开心！Forza,Xiangya! "	2294968940	https://m.weibo.cn/status/DzVp1wKLW?mblogid=DzVp1wKLW&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	169
3974259154009360	0	2016-05-12	0	"There are now over 30 <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23male+nurses%23&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#male nurses#</span></a> within the 1,000-person nursing staff at the Third Xiangya Hospital of Central South University in Changsha, capital of central China's Hunan Province. <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23International+Nurses+Day%23&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#International Nurses Day#</span></a> falls on May 12. <a data-url=""http://t.cn/Rqr62Xm"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockede40c641e?luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320&u=http%3A%2F%2Fwww.womenofchina.cn%2Fhtml%2Fwomenofchina%2Freport%2F16050930-1.htm"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">网页链接</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%BD%E9%99%85%E6%8A%A4%E5%A3%AB%E8%8A%82%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#国际护士节#</span></a> #印象中的男护士 ...<a href=""/status/3974259154009360"">全文</a>"	1498728367	https://m.weibo.cn/status/Dv9OPgP16?mblogid=Dv9OPgP16&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	154530
3959554439928138	3	2016-04-01	0	清回流xiangya裸女，大家鉴赏！！！ 	5718880038	https://m.weibo.cn/status/DoZhxFELg?mblogid=DoZhxFELg&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	44
3915289504562291	0	2015-12-01	1	【湘雅系统第一本全英文期刊《Xiangya Medicine》落户湘雅医院】11月30日，湘雅医学期刊社和AME出版公司签约，双方就英文期刊《XiangyaMedicine》相关合作达成协议。据悉，《XiangyaMedicine》是湘雅系统第一本全英文期刊，由湘雅医院独家主办、AME出版公司协助出版发行。 	1905961317	https://m.weibo.cn/status/D6pKuj8Rl?mblogid=D6pKuj8Rl&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	84925
3902651081224772	0	2015-10-27	0	"<a data-url=""http://t.cn/R2WxB8l"" href=""https://m.weibo.cn/p/tabbar?containerid=23044100658008653040000000000&needlocation=1&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320&page_type=tabbar"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">玉溪</span></a>★★★★★，完美xiangya制品 <a data-url=""http://t.cn/R2WxB8l"" href=""https://m.weibo.cn/p/tabbar?containerid=23044100658008653040000000000&needlocation=1&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320&page_type=tabbar"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">玉溪</span></a> "	3546959995	https://m.weibo.cn/status/D16XW58Co?mblogid=D16XW58Co&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	27
3849764350825034	0	2015-06-03	0	7@【花开一夏】你的回眸 惊艳了时光 仿若前世已是相识 淡蓝是一洗沉湛的夏日晴空 幻化成空谷中柔美的幽兰 在这个已经来到的夏 我要尽情花开这一夏. 天然猛犸xiangya，配饰天然老蜜，天然血珀5mm，青金，xiangya三通，花儿规格，38mm，总重，18克，2600¥注备证书 	2630204823	https://m.weibo.cn/status/CkSB53sD0?mblogid=CkSB53sD0&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	779
3835633271195857	1	2015-04-25	0	崔佛•广坤谢 &amp; 富兰克能 &amp; 麦克•汤贵。让我们再次相遇象牙山，Welcome to XiangYa mountain 	1971559584	https://m.weibo.cn/status/CeWZ15161?mblogid=CeWZ15161&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	329
3831516818269751	0	2015-04-14	4	"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23CSUN%E5%89%8D%E7%BA%BF%E6%9D%A5%E6%8A%A5%23&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class=""surl-text"">#CSUN前线来报#</span></a> Xiangya-UCLA艾滋病相关行为学研究第四次科研培训圆满结束!!!!<span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em; height:1em;"" /></span>教授们都萌萌哒！<span class=""url-icon""><img alt=[挤眼] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em; height:1em;"" /></span> 我发表了文章 <a data-url=""http://t.cn/RAK5yC7"" href=""https://m.weibo.cn/p/index?fullscreen=true&containerid=1001603831515657162459&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class=""surl-text"">Xiangya-UCLA艾滋病相关行为学研究第四次科研培训圆满结束</span></a> "	5066264896	https://m.weibo.cn/status/CddTzyHl5?mblogid=CddTzyHl5&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	3203
3830618347381097	0	2015-04-12	0	Welcome to xiangya! 诡异篇 	2584517604	https://m.weibo.cn/status/CcQwquY9X?mblogid=CcQwquY9X&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	449
3829088236318103	11	2015-04-07	80	星月菩提9-7，全绿阴皮哦，搭配小叶紫檀，景泰蓝，青金石，东陵玉三通，金箔，仿xiangya佛手，来询价吧😝😝😝 文玩wx【yanshuhan】天天有惊喜 想买各种包的朋友们另个wx【yan1370312798】 	1936217541	https://m.weibo.cn/status/CccIvqvCT?mblogid=CccIvqvCT&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	6539
3826242376159602	0	2015-03-30	0	"亲爱的，我们一起用小恩爱吧，让我们的爱情更甜蜜更温暖！注册后输入我的恩爱号xiangya0508 <a data-url=""http://t.cn/Rvni5Ew"" href=""https://m.weibo.cn/p/index?title=%E4%BD%8D%E7%BD%AE&containerid=100101114.0187_22.6735&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">大浪南路</span></a> "	1672308093	https://m.weibo.cn/status/Cb0GppQoq?mblogid=Cb0GppQoq&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	1060
3799062732474614	0	2015-01-14	0	只有两尊🙏XY崇迪XY 👍 亚洲xiangya，国内很多是非洲xiangya 难找了哈 龙婆洪的 师傅的寺庙接近缅甸边境 恭请回来真的不容易 🔥 有缘人难求🔥 	5307022998	https://m.weibo.cn/status/BFz4BanL8?mblogid=BFz4BanL8&luicode=10000011&lfid=100103type%3D1%26q%3Dxiangya&featurecode=20000320	42
